Monster Name,Description
Spirit Naga," Spirit nagas live in gloom and spitefulness, constantly plotting vengeance against creatures that have wronged them- or that they believe have wronged them. Lairing in dismal caverns and ruins, they devote their time to developing new spells and enslaving the mortals with which they surround themselves. A spirit naga likes to charm its foes,  drawing them close so that it can sink its poisonous fangs into their flesh.  Spellcasting. The  naga  is  a Sth·level spellcaster (spell  save DC  12,  +4  to hit with  spell attacks)  that needs only verbal components to cast its  spells.  If the nag a was  a guardian  nag a in  life, its  spellcasting ability  is  Wisdom, and  it has the following cleric spells  prepared:  Cantrips  (at will) : mending,  sacred flame,  thaumaturgy 1st level  (4  slots): command, shield of faith 2nd  level  (3  slots) : calm emotions,  hold person 3rd  level  (2  slots) : bestow curse  If the  naga was  a spirit naga  in  life,  its  spellcasting ability is Intelligence, and  it  has the following  wizard  spells  prepared :  Cantrips  (at will) : mage hand,  minor illusion , ray of frost 1st level  (4  slots): charm  person,  sleep 2nd  level  (3  slots): detect thoughts,  hold person 3rd  level  (2  slots) : lightning bolt "
Sprite,"In secret groves a nd shaded glens , tiny s prites with dragonfly wings flutter. For a ll  their fey s plendor, however, sprites lack warmth and compas sion. They a re aggressive and hardy wa rriors, ta king severe measures to wa rd strangers away from their homes . Interlopers that come too close have their moral character judged, then are put to sleep or frightened off.  Forest Protectors. Sprites build little villages in the  boughs of trees a nd willing treants , in verdant glades brightened by moss, wild flowers, and toadstools. Wild nature thrives, and the s prites a llow no trespassers. When intruders a re spotted, the sprites lead them astray with ominous  rustling from the bus hes a nd distant s napping twigs . Creatures foolis h enough to persist in intruding on a sprite's  territory a re s tung with poisoned a rrows and lulled into a senseless s leep. While they slumber,  the sprites make good their escape, retreating to an even more secluded area of the forest.  Heart Seers. Sprites can sense whether a creature is  good or evil by the sound and feeling of its beating heart. Weighing the bala nce of a creature's past actions, a s prite can tell whether its heart beats rapidly in love or flags in sorrow, or whether it is darkened by hate or greed. The s prite's power to perceive the heart always shows  the truth, because the heart can't lie.  Poison Brewers. In their forest doma ins, s prites brew  toxins, unguents, antidotes, and poisons , including the sleep pois on with which they coat their arrows. They venture .far into the woods to harvest ra re flowers, mosses, and fungi, sometimes crossing dangerous ter ritory to do so. If desperate, s prites even steal their ingredients  from the gardens of hags.  Good-Hearted. Because they a re judges of the heart a nd favor good creatures, s prites oppose the will of evil fey and pledge to thwart evil archfey at every turn. If they encounter adventurers on a quest to r id their forest of a n evil fey creature or goblinoid menace, they will pledge their s upport and even come to their aid when the adventurers least expect it.  Unlike pixies, sprites rarely indulge in frivolous  merriment and fun. They are firm wa rriors, protectors, a nd judges, and their stern bent causes other fey to consider them overly dour and serious. However, fey that respect the s prites' territory fi nd them staunch allies in times of trouble. "
Spy,"Medium  humanoid (any  race),  any alignment  Armor Class  12 Hit Points 27  (6d8) Speed 30ft. "
Steam Mephit,"Small elemental, neutral evil  Armor Class 10 Hit  Points 21  (6d6) Speed 30ft., fly  30ft. "
Stirge,"This horrid flying creature looks like a cross between a large bat and an oversized mosquito. Its legs end in sharp pincers, and its long, needle-like proboscis slashes the air as it seeks its next meal.  Stirges feed on the blood of living creatures, attaching  and draining them slowly. Although they pose little danger in small numbers, packs of stirges can be a formidable threat, reattaching as quickly as their weakening prey can pluck them off.  Blood Drain. A stirge attacks by landing on a victim,  finding a vulnerable spot, and plunging its proboscis into the flesh while using its pincer legs to latch on to the victim. Once the stirge has sated itself, it detaches and flies off to digest its meal. "
Swarm of Quippers,"Medium  swarm  ofTiny beasts,  unaligned  Armor Class  13 Hit Points 28  (8d8 - 8) Speed 0 ft ., swim 40 ft. "
Tarrasque,"The legendary tarrasque is possibly the most dreaded monster of the Material Plane. It is widely believed that only one of these creatures exists, though no one can predict where and when it will strike.  A scaly biped, the tarrasque is fifty feet tall and  seventy feet long, weighing hundreds of tons. It carries itself like a bird of prey, leaning forward and using its powerful lashing tail for balance. Its cavernous maw yawns wide enough to swallow all but the largest  creatures, and so great is its hunger that it can devour the populations of whole towns.  Legendary Destruction. The destructive potential of the tarrasque is so vast that some cultures incorporate the monster into religious doctrine, weaving its sporadic appearance into stories of divine judgment and wrath. Legends tell how the tarrasque slumbers in its secret lair beneath the earth, remaining in a dormant state for decades or centuries. When it awakens in answer to some inscrutable cosmic call, it rises from the depths to obliterate everything in its  path. "
Thug,"Medium humanoid (any race), any non-good alignment  TRrs.Ai  WARRioR Medium humanoid (any race),  any alignment  Armor Class 11  (leather armor) , Hit Points  32 (Sd8 + 10) Speed 30 ft.  Armor Class 12  (hide armor) Hit Point s  11 (2d8 + 2) Speed 30ft. "
Treant,"Treants are awakened trees that dwell in ancient forests. Although treants prefer to while away the days, months, and years in quiet contemplation, they fiercely protect their woodland demesnes from outside threats.  The Sleeping Tree Awakens. A tree destined to become a treant meditates through a long cycle of seasons, living normally for decades or centuries before realizing its potential. Trees that awaken do so only under special circumstances and in  places steeped with nature's magic. Treants and powerful druids can sense when a tree has the spark of potential, and they protect such trees in secret groves as they draw near the moment of their awakening. During the long process of awakening, a  tree acquires face-like features in its bark, a division of the lower trunk into legs, and long branches "
Triceratops," One of the most aggressive of the herbivorous dinosaurs, a triceratops has a skull that flares out to form a protective plate of bone. With its great horns and formidable speed, a triceratops gores and tramples would-be predators to death. "
Troglodyte,"Medium humanoid (troglodyte), chaotic evil  Armor Class 11  (natural armor) Hit Points 13  (2d8 + 4) Speed 30ft. "
Troll,"Born with horrific appetites, trolls eat anything they can catch and devour. They have no society to speak of,  but they do serve as mercenaries to orcs, ogres, ettins, hags, and giants. As payment, trolls demand food and treasure. Trolls are difficult to control,  however, doing as they please even when working with more powerful creatures.  Regeneration. Smashing a troll's bones and slashing  through its rubbery hide only makes it angry. A troll's wounds close quickly. If the monster loses an arm, a leg, or even its head, those dismembered parts can sometimes act with a life of their own. A troll can even reattach severed body parts, untroubled by its momentary disability. Only acid and fire can arrest the regenerative properties of a troll's flesh. The trolls, enraged, will attack individuals making acid and fire attacks against them above all other prey.  Troll Freaks. Their regenerative capabilities make  trolls especially susceptible to mutation. Although uncommon, such transformations can result from what the troll has done or what has been done to it. A decapitated troll might grow two heads from  the stump of its neck, while a troll that eats a fey creature might gain one or more of that creature's traits. "
Twig Blight," Twig blights can root in soil, which they do when living prey are scarce. While rooted, they resemble woody shrubs. When it pulls its roots free of the ground to move, a twig blight's bra nches twist together to form a humanoid-looking body with a head and limbs.  Twig blights seek out campsites and watering holes, rooting there to set up ambushes for  potential victims coming to drink or rest. Huddled together in groups, twig blights blend in with an area's natural vegetation or with piles of debris or firewood.  Given how dry they are, twig blights are particularly  susceptible to fire. "
Umber Hulk,"An abominable horror from deep beneath the earth, an umber hulk burrows into cave complexes, dungeons, or Underdark settlements in search of food. Those lucky enough to survive an umber hulk attack often remember precious little of the incident, thanks to the umber hulk's mind-scrambling gaze.  Devious Delvers. Umber hulks can burrow through  solid rock, forming new tunnels in their wake. The steel-ha rd chitin of its body can withstand the cave-ins, tunnel collapses, and rock falls that commonly follow it. Burrowing into the wall of a cavern or passageway,  an umber hulk lies  in wait for creatures to pass by on the other s ide, its hair-like feelers sensing any movement a round it. When it explodes out in a shower of earth and rock, its unsuspecting quarry turns to face the oncoming threat-and is entranced by the umber hulk's bewildering eyes, forced to stand helpless as its mandibles snap shut.  Mind Scrambler. Many s urvivors of an umber hulk encounter recollect little about the attack,  because the monster's confusing gaze scrambles their memory of the event. T hose who have fought and killed umber hulks recognize the signs. For other denizens of  the Underdark, grisly tales of vanished explorers and wanton destruction speak of an unknown  foe. Umber hulks  take on supernatural status in these harrowing stories, many of which convey the same warning: once an umber hulk has been spotted, it is a lready too late to escape it.  nothing. On a 5 or 6,  the creature takes no action but uses all its  movement to move in  a random direction . On a '1  or 8, the creature makes one melee attack against a random creature, or it doe.s nothing if no creature is  within reach.  Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn.  If the creature does so, it can't see the umber hulk  until the start of its  next turn, when  it can avert its eyes again.  If the creature looks at the umbe r hu lk in  the meanti me,  it must immediately  ma ke the save.  Tunneler. The umber hulk can burrow thro ugh  solid  rock at half its burrowing speed an d leaves a 5 foot-wide, 8-foot-high tunnel in  its wake. "
Unicorn,"Unicorns dwell in enchanted forests. Unrelated to the horses it resembles, a unicorn is a celestial creature that wanders sylvan realms, its white form glimmering like starlight.  A unicorn's brow sports a single spiraling horn of ivory whose magical touch can heal the sick and the injured. Its ears catch the words and whispers of the creatures that share its domain, and it knows the tongues of elves and sylvan folk.  Unicorns allow good-hearted creatures to enter their woods to  hunt or gather food,  but they hold evil ever at bay.  Foul-hearted creatures seldom leave a unicorn's domain alive.  Divine Guardians. Good deities placed unicorns on the Material Plane to ward away evil and preserve and protect sacred places. Most unicorns protect a bounded realm such as an enchanted forest.  However, the gods sometimes send a unicorn to guard sacred artifacts or protect specific creatures. When the forces of darkness strike against an individual the gods wish to protect, they might send that individual to a unicorn's forest, where evil creatures pursue at their peril.  Unicorns most often serve deities of the forest and  woodlands, including the gods of benevolent fey. Although all unicorns have natural healing power, some serve the gods in greater capacities, performing miracles normally reserved for  high priests.  Forest Lords. A unicorn's forest is a celestial realm  where nothing that occurs beneath the sun-dappled leaves escapes the creature's notice. A unicorn hears each breathy tune sung by the elves that reside amid the treetops. It senses where every caterpillar spins its cocoon, each leaf and branch upon which a bright butterfly rests its tired wings.  In a unicorn's forest, a sense of calm pervades. From  wolves and foxes to  birds, squirrels, and tiny insects, the creatures of a unicorn's domain seem quite tame. Pixies, sprites, satyrs, dryads, and other normally mercurial fey loyally serve a unicorn when they dwell within its woods. Under a unicorn's protection, creatures feel safe from the threat of encroach ing civilization and the insidious spread of evil.  A unicorn roams its domain constantly,  moving ever  so carefully so as not to disturb other denizens. A creature might catch a passing glimpse of the unicorn then sudden ly see nothing but the wild woods.  Sacred Horns. A unicorn's horn is the focus of its power, a shard of divine magic wrought in spiraling ivory. Wands of unicorn horn channel powerful magic, while unicorn horn weapons strike with divine force. Wizards can work powdered unicorn horn into potent potions and scroll ink, or use it as a component in eldritch rituals. However, any creature that takes a role, no matter how small, in slaying a unicorn is likely to ' become the target of divine retribution.  Blessed Mounts. When darkness and evil  threaten  to overwhelm the mortal world, the gods sometimes see fit  to  pair a unicorn mount with a champion. A paladin astride a unicorn is a sign of the gods' direct intervention in the affairs of the mortal realm. It is a holy alliance made to cleave the heads from demons and banish devils back to the Nine Hells.  As long as the troubled times of darkness persist, the unicorn stays by the champion, its horn shining brightly to drive back the night. However, if the gods' champion falls from grace or turns from the cause of righteousness and good, the unicorn departs, never to  return.  A UNICORN's  LAIR A unicorn's lair might be an ancient ruin overgrown with vines, a misty clearing surrounded by mighty oaks, a flower-covered  hilltop alive with butterflies, or some other serene woodland location. "
Unicorn,"Large celestial,  lawful good  Armor Class  12 Hit Points 67  (9d10 + 18) Speed  50 ft. "
Veteran,"Medium  humanoid (any race),  any alignment  Armor Class 17  (spl int) Hit Points 58  (9d8 +  18) Speed 30ft. "
Vine Blight,"Medium plant, neutral evil  Armor Class 12  (natural  armor) Hit Points 26  (4d8 + 8) Speed 10ft. "
Violet Fungus," This purplish mushroom uses root-like feelers growing from its base to creep across cavern floors. The four stalks protruding from a violet fungi's central mass are used to lash out at prey, rotting flesh with the slightest touch. Any creature killed by a violet fungus decomposes rapidly. A new violet fungus sprouts from the moldering corpse, growing to full size in 2d6 days. "
Vulture,"Medium  beast,  unaligned  Armor Class 10 Hit Points  5  (1d8 + 1) Speed 10ft., fly  50 ft. "
Warhorse,"Large beast,  unaligned  Armor Class  11 Hit Points 19  (3d10 + 3) Speed 60ft. "
Water Elemental," A water elemental is a cresting wave that rolls across the ground, becoming nearly invisible at it courses through a larger body of water. It engulfs creatures that stand against it, filling their mouths and lungs as easily as it smothers flame."
Water Weird,"A water weird is an elemental guardian bound to a specific water-filled location, such as a pool or founfain. Invisible while immersed in water, its serpentine shape becomes clear only when it emerges to attack, using its coils to crush any creature other than its summoner and those its summoner declares as off limits. When slain, a water weird becomes an inanimate pool of water. Good and Evil Weirds. Like most elementals, a water weird has no concept of good or evil. However, a water weird bound to a sacred or befouled source of water begins to take on the nature of that site, becoming neutral good or neutral evil.  A neutral good water weird tries to frighten away interlopers rather than kill them, while a neutral evil water weird kills its victims for pleasure and might turn against its summoner. A water weird loses its evil alignment if its waters are cleansed with a purify food and drink spell.  Elemental Nature. A water weird doesn't require air,  food, drink, or sleep.  Large elemental, neutral  Armor Class 13  1 Hit Points 58  (9d10 + 9) Speed 0 ft.,  swim 60 ft. "
Weasel,"Tiny  beast,  unaligned  Armor Class 13 Hit Points 1 (1d4- 1) Speed 30ft. "
Werebear," Werebears are powerfullycanthropes with the ability to temper their monstrous natures and reject their violent impulses. In humanoid form, they are large, muscular, and covered in hair matching the color of their ursine form's fur. A were bear is a loner by nature, fearing what might happen to innocent creatures around it when its bestial nature takes over. "
Wereboar," Wereboars are ill-tempered and vulgar brutes. As humanoids, they are stocky and muscular, with short, stiff hair. In their humanoid and hybrid forms,  they use heavy weapons, while in hybrid or animal form,  they gain a devastating goring attack through which their curse is spread. A wereboar infects other creatures indiscriminately, relishing the fact that the more its victims resist the curse, the more savage and bestial they become.  Wereboars live in small family groups in remote forest  areas, building ramshackle huts or dwelling in caves. They are suspicious of strangers but sometimes ally themselves with orcs. "
Wereboar,"Medium hu:nanoid (human,  shapechanger),  neutral evil  Armor Class 10 ·in  humanoid form,  11  (natural armor)  in  boar  or hybrid form  Hit Points 78  (l2d8 + 24) Speed 30ft. (40ft. in  boar form)  Medium humanoid (human,  shapechanger), lawful evil "
Wererat," Wererats are cunning lycanthropes with sly,  avaricious personalities. They are wiry and twitchy in  humanoid form, with thin hair and darting eyes. In their humanoid and hybrid forms, wererats prefer light weapons and use ambush tactics rather than fighting as a pack. Although a wererat can deliver a nasty bite in its rat form,  it favors that form for stealthy infiltration and escape rather than combat.  A wererat clan operates much like a  thieves' guild, with wererats transmitting their curse only to creatures they want to induct into the clan. Wererats that are accidentally cursed or break loose from the clan's control are quickly hunted down and killed.  Wererat clans are found  throughout urban civilization,  often dwelling in cellars and catacombs. These creatures are common in the sewers beneath major cities, viewing those subterranean areas as their hunting grounds. Rats and giant rats are commonly found living among wererats. "
Weretiger," Weretigers are ferocious hunters and warriors with a haughty and fastidious nature. Lithe and sleekly muscular in  humanoid form,  they are taller than average and meticulously groomed. Weretigers grow to enormous size in animal and hybrid form,  but they fight in their more refined humanoid form when they can. They don't like to  pass on their curse, because every new were tiger means competition for territory and prey.  Weretigers live in jungles on the fringes of humanoid civilization, traveling to  isolated settlements to trade or revel. They live and hunt alone or in small family groups. "
Werewolf," A werewolf is a savage predator. In its humanoid form, a werewolf has heightened senses, a fiery temper, and a tenqency to eat rare meat. Its wolf form is a fears9me predator, but its hybrid form is more terrifying by far-a furred and well-muscled humanoid body topped by a ravening wolf's head. A werewolf can wield weapons in hybrid form,  though it prefers to tear foes apart with its powerful claws and bite.  Most werewolves flee civilized lands not long after  becoming afflicted. Those that reject the curse fear what will happen if they remain among their friends and family. Those that embrace the curse fear discovery and the consequences of their murderous acts. In the wild, werewolves form packs that also include wolves and dire wolves.  PLAYER  CHARACTERS  AS  lYCANTHROPES A character who  becomes a lycanthrope  retains  his  or her statistics except as  specified  by  lycanthrope type. The character gains the lycanthrope's speeds  in  nonhumanoid form,  damage immunities, traits, and  actions that don't involve equipment. The character is  proficient with  the lycanthrope's  natural  attacks, such as  its  bite or claws, which deal  damage as  shown  in  the lycanthrope's statistics. The character can't speak while  in  animal  form.  A humanoid  hit  by an  attack that carries the curse of lycanthropy must succeed on  a Constitution  saving throw  (DC  8 +the lycanthrope's  proficiency bonus+ the lycanthrope's Constitution  modifier)  or be cursed.  lfthe character embraces the curse,  his  or her alignment becomes the one defined  for the lycanthrope. The  DM  is free  to decide that a change in  alignment places the character under DM control  until  the curse of lycanthropy  is  removed.  The following  information applies to specific lycanthropes. Werebear. The character gains  a Strength of19 if his  or her score isn't already  higher,  and  a+ 1 bonus to AC while  in  bear or hybrid  form  (from  natural  armor). Attack and  damage rolls for the natural  weapons are  based on  Strength.  Wereboar.  The character gains a Strength of 17 if his  or her score isn't already higher,  and  a+ 1 bonus to AC while in  boar or  hybrid  form  (from  natural  armor). Attack  and damage rolls  for the tusks are  based on  Strength.  For the Charge- trait, the  DC  is  8 +the character's  proficiency  bonus+ Strength  modifier.  Wererat.  The  character gains  a Dexterity of 1 5 if his  or her score isn't already higher. Attack and  damage rolls  for the  bite are  based on  whichever is  higher of the character's Strength and  Dexterity.  Weretiger.  The character gains a Strength of 17  if his  or her score isn't already higher.  Attack  and damage rolls  for the  natural weapons are  based on  Strength.  For the  Pounce trait, the  DC  is  8 + the character's  proficiency  bonus + Strength  modifier.  Werewolf. The character gains  a Strength of 1 5 if his  or her score isn't already higher,  and  a+ 1 bonus to AC  while  in  wolf or hybrid  form  (from  natural  armor). Attack  and  damage rolls for the  natural weapons are  based on  Strength."
Wight,"Medium  undead,  neutral evil  Armor Class 14  (studded leather) Hit Points 45  (6d8 + 18) Speed 30ft. "
Will-o'-Wisp,"Will-o'-wisps are malevolent, wispy balls of light that haunt lonely places and battlefields, bound by dark fate or dark magic to feed on fear and despair.  Hope and Doom. Will-o'-wisps look like bobbing lantern lights in the distance, although they can choose to alter their colors, or wink out completely. When they activate their lights, will-o'-wisps offer hope, hinting of safety to creatures that follow them.  Will-o'-wisps lure unwary creatures into quicksand  pits, monster lairs, a nd other dangerous places so that they can feed on the suffering of thei r prey and revel in their death screams. An evil being that falls prey to a will-o'-wisp might become a wisp itself, its woeful spirit coalescing above its lifeless corpse like a flickering fla me.  Consumed by Despair. Will-o'-wisps a re the souls of  evil  beings that perished in anguish or misery as they wandered forsaken lands permeated with powerful magic. They thrive in swampy bogs and bone-strewn battlefields where the oppressive weight of sorrow stoops even heavier tha n the low-hanging mist and fog.  Trapped in these desolate places of lost hope and memory, w ill-o'-wisps lure other creatures toward dismal fates and feed on their misery.  Agents of Evil. Will-o'-wisps rarely speak,  but when they do, their voices sound like faint or distant whispers. In the miserable domains they haunt, will-o'-wisps sometimes form symbiotic relationships with their wicked neighbors. Hags, oni, black dragons, and evil cultists work with will-o'-wisps to draw creatures into ambush. As their evil a llies surround and slaughter creatures, the wisps hover above them, drinking the agony of a last breath and savoring the sensation as the light of life  goes out in a creature's eyes.  Undead Nature. A will-o'-wisp doesn't require air,  drink, or sleep.  gor"
Winter Wolf,"Large  monstrosity,  neutral evil  Armor Class  l3  (natural armor) Hit  Points 75  (10d10 + 20) Speed 50 ft. "
Wolf,"Medium  beast,  unaligned  Armor Class 13  (natural armo r) Hit  Points 11  (2d8 + 2) Speed 40ft. "
Worg,"Large  monstrosity,  neutral evil  Armor Class 13  (natural armor) Hit  Points  26 (4d10 + 4) Speed 50 ft . "
Wraith,"Medium undead,  neutral evil  Armor Class 13 Hit  Points 67  (9d8  + 27) Speed 0 ft.,  fly  60 ft . (hover) "
Wyvern,"Travelers in the wild sometimes look to the skies to see the dark-winged shape of a wyvern carrying its prey. These cousins to the great dragons hunt the same tangled forests and caverns as their kin. Their appearance sends ripples of alarm through the borderlands of civilization.  A wyvern has two scaly legs, leathery wings, and a sinewy tail topped with its most potent weapon: a poison stinger. The poison in a wyvern's stinger can kill a creature in seconds. Extremely potent, wyvern poison burns through its victim's bloodstream, disintegrating veins and arteries on its way to the heart. As deadly as wyverns can be, however, hunters and adventurers often track them to claim the venom, which is used in alchemical compounds and to coat weapons.  Aerial Hunters. A wyvern doesn't fight on  the ground  unless it can't reach its prey by any other means, or if it has been fooled into a position from which aerial combat isn't an option. If forced into a confrontation on the ground, a wyvern crouches low,  keeping its stinger poised above its head as it hisses and growls.  Aggressive and Reckless. A wyvern intent on its prey  backs down only if it sustains serious injury, or if its prey eludes it long enough for another easier potential meal to wander along. If it corners a fleeing creature in an enclosure too small to enter, a wyvern guards where the quarry hides, lashing with its stinger whenever opportunity allows .  Although they possess more cunning than ordinary beasts, wyverns lack the intelligence of their draconic cousins. As such, creatures that maintain their composure as a wyvern hunts them from  the air can often elude or trick it. Wyverns follow a direct path to their prey, with no thought given to  possible ambushes. Tamed Wyverns. A wyvern can be tamed for  use as  a mount, but doing so presents a difficult and deadly challenge. Raising one as a hatchling offers the best results. However, a wyvern's violent temperament has cost the life of many a would-be master.  Large  dragon, unaligned  Armor Class  13  (n atural arm o r) I Hit Points 110  (13d10 + 39) Speed 20ft., fl y 80ft. "
Xorn,"Medium  elemental, neutral  Armor Class 19. (natural armor) Hit  Points 73  (7d8 + 42) Speed 20  ft.,  burrow 20ft. "
Yeti,"A yeti's windborne howl sounds out across remote mountains, striking fear into the hearts of the scattered miners and herders that dwell there. These hulking creatures stalk alpine peaks in a ceaseless hunt for food.  Their snow-white fur lets them move like ghosts against the frozen landscape. A yeti's icy simian eyes can freeze its prey in place.  Keen Hunters. Folk of the high peaks travel in groups  and go armed, knowing that yetis can smell living flesh from miles away. When it finds prey, a yeti moves quickly over ice and stone to claim its meal, howling to the thrill of the hunt. Even in a blizzard, the scent of its quarry draws the yeti through the cold and snow.  Yetis hunt in solitude or in small family groups. When  creatures flee from a yeti or engage it in battle, other yetis might catch the scent of blood and close in. The territorial yetis fight one another for the spoils of such battles, and yetis slain in the fight are also eaten, amid euphoric howls.  Terrifying Howlers. Before an avalanche, a blizzard,  or a deadly frost, the yetis' howls sweep down the mountain slopes on the icy wind. Some people of the a lpine peaks believe that the voices of loved ones killed in avalanches and blizzards sound out in the wails of the yetis, crying warnings of ill omen. More pragmatic folk attest that the yeti's howl is a reminder that, despite the great accomplishments of civilization, the civilized become the hunted in nature's untamed domain. Brutal Rampagers. When mountain herds are  abundant, yetis stay clear of humanoid realms. Driven by hunger, they attack humanoid settlements in waves; breaking down gates and stockade walls that once might have daunted them, then devouring the creatures within.  Devious mountain folk sometimes use the yetis as unwitting weapons. A warlord might lay down slaughtered sheep or goats to draw yetis into an enemy's camp, sowing chaos and thinning the ranks before battle. Mountain clan chiefs, wanting to expand their territory, overhunt local game to diminish the yetis' food supplies, inspiring attacks on humanoid settlements that are swiftly annexed in the aftermath.  Abominable Yetis. An abominable yeti is larger than a normal yeti, standing three times as tall as a human. It typically lives and hunts alone, though a pair of abominable yetis might live together long enough to raise young. These towering yetis are highly territorial and savage, attacking and devouring any warm-blooded creatures they encounter, then scattering the bones across the ice and snow.  Huge  monstrosity, ,chaotic' evil  Armor Class 15 (natural armor) Hit  Points 137  (lld12 + 66) Speed 40ft., climb 40ft. "
Yochlol,"Medium fiend  (demon, shapechanger),  chaotic evil  Armor Class  15  (natural armor) Hit Points  136  (1 6d8 + 64) Speed  30ft., climb 30ft. "
Young Brass Dragon,"Large dragon,  chaotic good  Armor Class 17  (natural armor) Hit Points 110  (13d10 + 39) Speed 40ft., burrow 20ft., fly  80ft. "
Young Bronze Dragon,"Large dragon,  lawful good  Armor Class 18  (natural armor) Hit Points 142  (15d1 0 + 60) Speed 40ft., fly  80ft., swim 40ft. "
Young Copper Dragon,"Large dragon, chaotic good  Armor Class 17  (natural armor) Hit Points 11 9 (14d10 + 42) Speed 40 ft., climb 40 ft., fl y 80ft. "
Young Gold Dragon,"Large dragon, lawful good  Armor Class 18  (natural armor) Hit Points 178  (17d10 + 85) Speed 40ft., fly  80ft., swim 40ft. "
Young Green Dragon,"Large  dragon,  lawful evil  Armor Class 18  (natu ral  armor) Hit Points 136 (16d10 + 48) Speed 40 ft., fly  80 ft. , swim 40 ft. "
Yuan-ti Abomination," Monstrous serpents with burly humanoid torsos and arms, abominations form the highest caste of yuan-ti society, and they most closely resemble the race as the serpent gods intended it. They mastermind elaborate schemes and perform dark rites in the hope of one day ruling the world.  308"
Yuan-ti Malison,"Medium  monstrosity (shapechanger,  yuan·ti),  neutral evil  Armor Class 12 Hit  Points 66  (12d8 + 12) Speed 30ft. "
